name,num_rows,num_cols,nnz,avg_nnz_per_row,min_nnz_per_row,max_nnz_per_row,std_dev_nnz_per_row,avg_nnz_density_per_row,min_nnz_density_per_row,max_nnz_density_per_row,std_dev_nnz_density_per_row,K,best_num_partitions,best_max_bucket_width,autotuning_time(s),exe_time_hyb(ms),exe_time_naive(ms),speed_to_naive
barrier2-9,115625,115625,3897557,33.70860108,8,8437,28.46078351,0.0002915338472,6.92e-05,0.07296864865,0.0002461473168,32,1,8,164.4355541,0.28118,0.848742,3.0185
ASIC_680k,682862,682862,3871773,5.66992013,1,395259,659.807358,8.3e-06,1.46e-06,0.5788270544,0.0009662382121,32,1,128,11710.81961,0.616786,37.563351,60.9018
roadNet-TX,1393383,1393383,3843320,2.758265315,0,12,1.037025213,1.98e-06,0.0,8.61e-06,7.44e-07,32,1,8,244.692858,0.642765,0.804905,1.25225
barrier2-3,113076,113076,3805068,33.65053592,10,7031,24.93580363,0.0002975922028,8.84e-05,0.06217941915,0.0002205225126,32,1,8,131.289339,0.272179,0.801014,2.94297
barrier2-4,113076,113076,3805068,33.65053592,10,7031,24.93580363,0.0002975922028,8.84e-05,0.06217941915,0.0002205225126,32,1,8,122.8646752,0.272169,0.810127,2.97656
power197k,197156,197156,3698357,18.75853132,1,1000,65.9254662,9.51e-05,5.07e-06,0.005072125626,0.0003343822465,32,1,8,313.6161683,0.302397,0.335667,1.11002
mycielskian14,12287,12287,3695512,300.7660129,13,6143,406.4387251,0.02447839284,0.001058028811,0.4999593066,0.03307876008,32,1,16,32.73666266,0.213299,0.507351,2.37859
GaAsH6,61349,61349,3381809,55.1241096,15,1646,134.6005751,0.0008985331399,0.0002445027629,0.02683010318,0.002194014167,32,2,16,198.616095,0.194345,0.218757,1.12561
sme3Dc,42930,42930,3148656,73.34395528,24,405,36.98370375,0.001708454584,0.0005590496157,0.009433962264,0.000861488557,64,4,64,94.93248306,0.300646,0.506706,1.68539
TSOPF_FS_b39_c30,120216,120216,3121160,25.96293339,1,60024,548.1836873,0.000215969034,8.32e-06,0.4993012577,0.004559989413,32,1,128,803.3994167,0.27648,5.138985,18.5872
