name,format,feat_size,num_parts,time_select(s),time_num_parts(s),time_bucket(s),time_exe_our(ms)
c-66b,CELL,32,1,0.005589494481682777,0.005766622722148895,1.3552426286041737,0.05861375853419304
c-66b,CELL,64,1,0.005589494481682777,0.007010007277131081,1.5810876488685608,0.09335807710886002
c-66b,CELL,128,1,0.005589494481682777,0.007401635870337486,1.363068150356412,0.1797017604112625
c-66b,CELL,256,1,0.005589494481682777,0.008282341063022614,1.3900122493505478,0.33116161823272705
c-66b,CELL,512,1,0.005589494481682777,0.007142620161175728,1.5500188246369362,0.6487244367599487
xenon1,CSR,32,0,0.007831746712327003,0,0,0.06720511615276337
xenon1,CSR,64,0,0.007831746712327003,0,0,0.09191424399614334
xenon1,CSR,128,0,0.007831746712327003,0,0,0.18326528370380402
xenon1,CSR,256,0,0.007831746712327003,0,0,0.34572288393974304
xenon1,CSR,512,0,0.007831746712327003,0,0,0.6852505207061768
rajat15,CELL,32,1,0.007376084104180336,0.006184028461575508,1.2625624854117632,0.04734976217150688
rajat15,CELL,64,1,0.007376084104180336,0.007595855742692947,1.492953261360526,0.07190527766942978
rajat15,CELL,128,1,0.007376084104180336,0.007700679823756218,1.3238016869872808,0.14018560945987701
rajat15,CELL,256,1,0.007376084104180336,0.0072516463696956635,1.246111961081624,0.26706942915916443
rajat15,CELL,512,1,0.007376084104180336,0.006006157025694847,1.4530913773924112,0.5124198794364929
bcspwr07,CELL,32,1,0.00654827244579792,0.00566256046295166,0.01707419566810131,0.006512639578431845
bcspwr07,CELL,64,1,0.00654827244579792,0.006185723468661308,0.01746101677417755,0.00728064076974988
bcspwr07,CELL,128,1,0.00654827244579792,0.005906170234084129,0.01706739142537117,0.008601600304245949
bcspwr07,CELL,256,1,0.00654827244579792,0.005995150655508041,0.01746033877134323,0.011264000087976456
bcspwr07,CELL,512,1,0.00654827244579792,0.006195342168211937,0.017222503200173378,0.016803840175271034
garon2,CSR,32,0,0.00661742128431797,0,0,0.028170237317681313
garon2,CSR,64,0,0.00661742128431797,0,0,0.03992576152086258
garon2,CSR,128,0,0.00661742128431797,0,0,0.07293952256441116
garon2,CSR,256,0,0.00661742128431797,0,0,0.14182399213314056
garon2,CSR,512,0,0.00661742128431797,0,0,0.2662297487258911
fpga_dcop_20,CELL,32,1,0.006875239312648773,0.00589410588145256,0.01756700500845909,0.006133760791271925
fpga_dcop_20,CELL,64,1,0.006875239312648773,0.006702350452542305,0.017142729833722115,0.0068812803365290165
fpga_dcop_20,CELL,128,1,0.006875239312648773,0.005995823070406914,0.016663121059536934,0.008243200369179249
fpga_dcop_20,CELL,256,1,0.006875239312648773,0.006136402487754822,0.017197255045175552,0.01040384080260992
fpga_dcop_20,CELL,512,1,0.006875239312648773,0.006055962294340134,0.017473790794610977,0.014970880001783371
nv2010,CSR,32,0,0.006651921197772026,0,0,0.06265857070684433
nv2010,CSR,64,0,0.006651921197772026,0,0,0.09286656230688095
nv2010,CSR,128,0,0.006651921197772026,0,0,0.1848524659872055
nv2010,CSR,256,0,0.006651921197772026,0,0,0.3566489517688751
nv2010,CSR,512,0,0.006651921197772026,0,0,0.6671053171157837
cz308,CELL,32,4,0.006735600531101227,0.005730830132961273,0.009332980960607529,0.00700415950268507
