name,density,format,feat_size,num_parts,autotune_max_bucket,cost_model_max_bucket
reorientation_2,0.007512785578136325,CELL,32,1,8,16.0
reorientation_2,0.007512785578136325,CELL,64,1,8,16.0
reorientation_2,0.007512785578136325,CELL,128,1,8,16.0
reorientation_2,0.007512785578136325,CELL,256,1,8,16.0
reorientation_2,0.007512785578136325,CELL,512,1,8,16.0
TSOPF_RS_b300_c2,0.003665917978780703,CELL,32,1,32,256.0
TSOPF_RS_b300_c2,0.003665917978780703,CELL,64,1,16,256.0
TSOPF_RS_b300_c2,0.003665917978780703,CELL,128,1,16,256.0
TSOPF_RS_b300_c2,0.003665917978780703,CELL,256,1,32,256.0
TSOPF_RS_b300_c2,0.003665917978780703,CELL,512,1,32,256.0
ted_B,0.0012855348982059249,CELL,32,1,16,16.0
ted_B,0.0012855348982059249,CELL,64,1,8,16.0
ted_B,0.0012855348982059249,CELL,128,1,16,16.0
ted_B,0.0012855348982059249,CELL,256,1,16,16.0
ted_B,0.0012855348982059249,CELL,512,1,16,16.0
c-44,0.0007385525398978246,CELL,32,1,8,16.0
c-44,0.0007385525398978246,CELL,64,1,8,16.0
c-44,0.0007385525398978246,CELL,128,1,8,16.0
c-44,0.0007385525398978246,CELL,256,1,8,16.0
c-44,0.0007385525398978246,CELL,512,1,8,16.0
GD97_c,0.0022515467146996633,CELL,32,1,1,32.0
GD97_c,0.0022515467146996633,CELL,64,1,1,64.0
GD97_c,0.0022515467146996633,CELL,128,2,1,16.0
GD97_c,0.0022515467146996633,CELL,256,1,2,64.0
GD97_c,0.0022515467146996633,CELL,512,4,4,10.0
graham1,0.0041099958992407625,CELL,32,1,16,32.0
graham1,0.0041099958992407625,CELL,64,1,16,32.0
graham1,0.0041099958992407625,CELL,128,2,16,32.0
graham1,0.0041099958992407625,CELL,256,2,16,32.0
graham1,0.0041099958992407625,CELL,512,2,16,32.0
nv2,2.4944248694674585e-05,CELL,32,4,16,16.0
nv2,2.4944248694674585e-05,CELL,64,4,8,16.0
nv2,2.4944248694674585e-05,CELL,128,1,4,32.0
nv2,2.4944248694674585e-05,CELL,256,1,4,32.0
nv2,2.4944248694674585e-05,CELL,512,1,4,32.0
EX4,0.010615384615384615,CELL,32,1,16,32.0
EX4,0.010615384615384615,CELL,64,1,16,32.0
EX4,0.010615384615384615,CELL,128,1,32,32.0
EX4,0.010615384615384615,CELL,256,1,32,32.0
EX4,0.010615384615384615,CELL,512,1,32,32.0
lund_b,0.11296219167939285,CELL,32,1,2,16.0
lund_b,0.11296219167939285,CELL,64,1,2,16.0
lund_b,0.11296219167939285,CELL,128,1,2,16.0
lund_b,0.11296219167939285,CELL,256,1,8,16.0
lund_b,0.11296219167939285,CELL,512,1,8,16.0
Zd_Jac2,0.0031505863433513017,CELL,32,1,16,256.0
Zd_Jac2,0.0031505863433513017,CELL,64,2,16,160.0
Zd_Jac2,0.0031505863433513017,CELL,128,8,16,136.0
Zd_Jac2,0.0031505863433513017,CELL,256,8,16,136.0
Zd_Jac2,0.0031505863433513017,CELL,512,8,16,136.0
bips07_3078,0.00016964671153529357,CELL,32,1,8,8.0
bips07_3078,0.00016964671153529357,CELL,64,1,8,8.0
bips07_3078,0.00016964671153529357,CELL,128,1,8,8.0
bips07_3078,0.00016964671153529357,CELL,256,1,8,8.0
bips07_3078,0.00016964671153529357,CELL,512,1,8,8.0
com-Amazon,1.6513784721339686e-05,CELL,32,1,16,8.0
com-Amazon,1.6513784721339686e-05,CELL,64,1,16,8.0
com-Amazon,1.6513784721339686e-05,CELL,128,1,16,8.0
com-Amazon,1.6513784721339686e-05,CELL,256,1,16,8.0
com-Amazon,1.6513784721339686e-05,CELL,512,1,16,8.0
kineticBatchReactor_3,0.002060617521602817,CELL,32,1,8,16.0
kineticBatchReactor_3,0.002060617521602817,CELL,64,1,8,16.0
kineticBatchReactor_3,0.002060617521602817,CELL,128,1,8,16.0
