name,density,format,feat_size,num_parts,autotune_max_bucket,cost_model_max_bucket
rdb1250l,0.004672,CELL,256,1,8,8.0
rdb1250l,0.004672,CELL,512,1,8,8.0
bips98_1142,0.0004324459501916346,CELL,32,1,8,8.0
bips98_1142,0.0004324459501916346,CELL,64,1,8,8.0
bips98_1142,0.0004324459501916346,CELL,128,1,8,8.0
bips98_1142,0.0004324459501916346,CELL,256,1,8,8.0
bips98_1142,0.0004324459501916346,CELL,512,1,8,8.0
thermomech_TK,6.81813414957612e-05,CELL,32,1,16,8.0
thermomech_TK,6.81813414957612e-05,CELL,64,1,8,8.0
thermomech_TK,6.81813414957612e-05,CELL,128,1,8,8.0
thermomech_TK,6.81813414957612e-05,CELL,256,1,8,8.0
thermomech_TK,6.81813414957612e-05,CELL,512,1,8,8.0
fpga_trans_02,0.004959688255845203,CELL,32,1,4,8.0
fpga_trans_02,0.004959688255845203,CELL,64,1,4,8.0
fpga_trans_02,0.004959688255845203,CELL,128,1,4,8.0
fpga_trans_02,0.004959688255845203,CELL,256,1,4,8.0
fpga_trans_02,0.004959688255845203,CELL,512,1,4,8.0
G1,0.059925,CELL,32,1,8,64.0
G1,0.059925,CELL,64,1,8,64.0
G1,0.059925,CELL,128,1,16,64.0
G1,0.059925,CELL,256,2,8,32.0
G1,0.059925,CELL,512,2,8,32.0
minsurfo,0.00012228597437563112,CELL,32,1,16,8.0
minsurfo,0.00012228597437563112,CELL,64,1,8,8.0
minsurfo,0.00012228597437563112,CELL,128,1,8,8.0
minsurfo,0.00012228597437563112,CELL,256,1,8,8.0
minsurfo,0.00012228597437563112,CELL,512,1,8,8.0
plantsmargin_12NN,0.00995390625,CELL,32,1,8,16.0
plantsmargin_12NN,0.00995390625,CELL,64,1,8,16.0
plantsmargin_12NN,0.00995390625,CELL,128,1,8,16.0
plantsmargin_12NN,0.00995390625,CELL,256,1,8,16.0
plantsmargin_12NN,0.00995390625,CELL,512,1,8,16.0
ibm32,0.123046875,CELL,32,1,2,4.0
ibm32,0.123046875,CELL,64,1,2,4.0
ibm32,0.123046875,CELL,128,1,2,4.0
ibm32,0.123046875,CELL,256,1,1,4.0
ibm32,0.123046875,CELL,512,1,2,4.0
Journals,0.7848595213319459,CELL,32,1,8,64.0
Journals,0.7848595213319459,CELL,64,1,8,64.0
Journals,0.7848595213319459,CELL,128,1,8,64.0
Journals,0.7848595213319459,CELL,256,1,8,64.0
Journals,0.7848595213319459,CELL,512,1,8,64.0
fpga_dcop_07,0.003933754367105617,CELL,32,1,2,4.0
fpga_dcop_07,0.003933754367105617,CELL,64,1,4,4.0
fpga_dcop_07,0.003933754367105617,CELL,128,1,4,4.0
fpga_dcop_07,0.003933754367105617,CELL,256,1,8,4.0
fpga_dcop_07,0.003933754367105617,CELL,512,1,4,4.0
lhr14c,0.00151182839315258,CELL,32,1,32,32.0
lhr14c,0.00151182839315258,CELL,64,1,16,32.0
lhr14c,0.00151182839315258,CELL,128,1,32,32.0
lhr14c,0.00151182839315258,CELL,256,1,16,32.0
lhr14c,0.00151182839315258,CELL,512,1,32,32.0
umistfacesnorm_10NN,0.021141776937618147,CELL,32,1,4,16.0
umistfacesnorm_10NN,0.021141776937618147,CELL,64,1,8,16.0
umistfacesnorm_10NN,0.021141776937618147,CELL,128,1,8,16.0
umistfacesnorm_10NN,0.021141776937618147,CELL,256,1,16,16.0
umistfacesnorm_10NN,0.021141776937618147,CELL,512,1,8,16.0
email,0.008492711240806769,CELL,32,1,4,16.0
email,0.008492711240806769,CELL,64,1,4,16.0
email,0.008492711240806769,CELL,128,1,4,16.0
email,0.008492711240806769,CELL,256,1,8,16.0
email,0.008492711240806769,CELL,512,1,8,16.0
bloweybl,0.0001333066706661334,CELL,32,1,16,8.0
bloweybl,0.0001333066706661334,CELL,64,1,16,8.0
bloweybl,0.0001333066706661334,CELL,128,1,32,8.0
bloweybl,0.0001333066706661334,CELL,256,1,32,8.0
bloweybl,0.0001333066706661334,CELL,512,1,32,8.0
bcsstm39,2.1380313007782435e-05,CELL,32,1,8,1.0
bcsstm39,2.1380313007782435e-05,CELL,64,1,2,1.0
bcsstm39,2.1380313007782435e-05,CELL,128,1,2,1.0
bcsstm39,2.1380313007782435e-05,CELL,256,1,2,1.0
bcsstm39,2.1380313007782435e-05,CELL,512,1,2,1.0
mahindas,0.004854148078687497,CELL,32,1,2,32.0
mahindas,0.004854148078687497,CELL,64,1,2,32.0
mahindas,0.004854148078687497,CELL,128,2,2,40.0
mahindas,0.004854148078687497,CELL,256,2,4,40.0
mahindas,0.004854148078687497,CELL,512,2,4,40.0
can_144,0.0625,CELL,32,1,1,8.0
can_144,0.0625,CELL,64,1,4,8.0
can_144,0.0625,CELL,128,1,4,8.0
can_144,0.0625,CELL,256,4,4,4.0
can_144,0.0625,CELL,512,1,8,8.0
psmigr_1,0.05508965880968802,CELL,32,1,16,128.0
psmigr_1,0.05508965880968802,CELL,64,4,16,96.0
psmigr_1,0.05508965880968802,CELL,128,4,16,96.0
psmigr_1,0.05508965880968802,CELL,256,2,16,128.0
psmigr_1,0.05508965880968802,CELL,512,4,16,96.0
lowThrust_3,0.0016161291553427072,CELL,32,1,16,16.0
lowThrust_3,0.0016161291553427072,CELL,64,1,16,16.0
lowThrust_3,0.0016161291553427072,CELL,128,1,8,16.0
lowThrust_3,0.0016161291553427072,CELL,256,1,8,16.0
lowThrust_3,0.0016161291553427072,CELL,512,1,16,16.0
human_gene1,0.049683884579713435,CELL,32,8,16,672.0
human_gene1,0.049683884579713435,CELL,64,1,64,1024.0
human_gene1,0.049683884579713435,CELL,128,16,16,384.0
human_gene1,0.049683884579713435,CELL,256,16,32,384.0
human_gene1,0.049683884579713435,CELL,512,16,32,384.0
goddardRocketProblem_2,0.01205019629128536,CELL,32,2,4,8.0
goddardRocketProblem_2,0.01205019629128536,CELL,64,2,8,8.0
goddardRocketProblem_2,0.01205019629128536,CELL,128,2,8,8.0
goddardRocketProblem_2,0.01205019629128536,CELL,256,2,8,8.0
goddardRocketProblem_2,0.01205019629128536,CELL,512,2,8,8.0
plskz362,0.013430603461432801,CELL,32,1,1,4.0
plskz362,0.013430603461432801,CELL,64,1,1,4.0
plskz362,0.013430603461432801,CELL,128,1,1,4.0
plskz362,0.013430603461432801,CELL,256,1,4,4.0
plskz362,0.013430603461432801,CELL,512,1,4,4.0
Olivetti_norm_10NN,0.03535,CELL,32,1,4,16.0
Olivetti_norm_10NN,0.03535,CELL,64,1,4,16.0
Olivetti_norm_10NN,0.03535,CELL,128,1,8,16.0
Olivetti_norm_10NN,0.03535,CELL,256,1,8,16.0
Olivetti_norm_10NN,0.03535,CELL,512,1,8,16.0
c-56,0.00029537937172520706,CELL,32,1,16,16.0
c-56,0.00029537937172520706,CELL,64,1,16,16.0
c-56,0.00029537937172520706,CELL,128,1,32,16.0
c-56,0.00029537937172520706,CELL,256,1,8,16.0
c-56,0.00029537937172520706,CELL,512,1,8,16.0
kineticBatchReactor_1,0.004892293545212392,CELL,32,1,8,16.0
kineticBatchReactor_1,0.004892293545212392,CELL,64,2,4,8.0
kineticBatchReactor_1,0.004892293545212392,CELL,128,2,8,8.0
kineticBatchReactor_1,0.004892293545212392,CELL,256,2,8,8.0
kineticBatchReactor_1,0.004892293545212392,CELL,512,1,8,16.0
lshp_265,0.0249626201495194,CELL,32,1,4,8.0
lshp_265,0.0249626201495194,CELL,64,1,2,8.0
lshp_265,0.0249626201495194,CELL,128,1,4,8.0
lshp_265,0.0249626201495194,CELL,256,1,4,8.0
lshp_265,0.0249626201495194,CELL,512,2,8,8.0
lowThrust_6,0.0007235868147001333,CELL,32,1,32,16.0
lowThrust_6,0.0007235868147001333,CELL,64,1,16,16.0
lowThrust_6,0.0007235868147001333,CELL,128,1,16,16.0
lowThrust_6,0.0007235868147001333,CELL,256,1,16,16.0
lowThrust_6,0.0007235868147001333,CELL,512,1,16,16.0
adder_dcop_26,0.003421389127795242,CELL,32,1,8,8.0
adder_dcop_26,0.003421389127795242,CELL,64,1,8,8.0
adder_dcop_26,0.003421389127795242,CELL,128,1,8,8.0
adder_dcop_26,0.003421389127795242,CELL,256,1,8,8.0
adder_dcop_26,0.003421389127795242,CELL,512,1,8,8.0
fpga_dcop_05,0.003931738779897877,CELL,32,1,4,4.0
fpga_dcop_05,0.003931738779897877,CELL,64,1,4,4.0
fpga_dcop_05,0.003931738779897877,CELL,128,1,4,4.0
fpga_dcop_05,0.003931738779897877,CELL,256,1,4,4.0
fpga_dcop_05,0.003931738779897877,CELL,512,1,4,4.0
cegb2919,0.037737303916960396,CELL,32,2,16,128.0
cegb2919,0.037737303916960396,CELL,64,2,32,128.0
cegb2919,0.037737303916960396,CELL,128,2,32,128.0
cegb2919,0.037737303916960396,CELL,256,2,32,128.0
cegb2919,0.037737303916960396,CELL,512,2,32,128.0
lpl1,0.0003113325125686707,CELL,32,2,16,6.0
lpl1,0.0003113325125686707,CELL,64,1,8,8.0
lpl1,0.0003113325125686707,CELL,128,1,8,8.0
lpl1,0.0003113325125686707,CELL,256,1,8,8.0
lpl1,0.0003113325125686707,CELL,512,1,8,8.0
CAG_mat1916,0.05338654599657428,CELL,32,1,16,128.0
CAG_mat1916,0.05338654599657428,CELL,64,1,16,128.0
CAG_mat1916,0.05338654599657428,CELL,128,1,16,128.0
CAG_mat1916,0.05338654599657428,CELL,256,1,16,128.0
CAG_mat1916,0.05338654599657428,CELL,512,1,16,128.0
ex37,0.005318262915323319,CELL,32,1,16,32.0
ex37,0.005318262915323319,CELL,64,1,8,32.0
ex37,0.005318262915323319,CELL,128,1,8,32.0
ex37,0.005318262915323319,CELL,256,1,8,32.0
ex37,0.005318262915323319,CELL,512,1,16,32.0
