name,num_rows,num_cols,nnz,avg_nnz_per_row,min_nnz_per_row,max_nnz_per_row,std_dev_nnz_per_row,avg_nnz_density_per_row,min_nnz_density_per_row,max_nnz_density_per_row,std_dev_nnz_density_per_row,K,best_num_partitions,best_max_bucket_width,autotuning_time(s),exe_time_hyb(ms),exe_time_naive(ms),speed_to_naive
audikw_1,943695,943695,77651847,82.28489819,21,345,42.44525462,8.72E-05,2.23E-05,0.0003655842195,4.50E-05,256,1,32,1184.530984,24.608,21.572678,0.876653
audikw_1,943695,943695,77651847,82.28489819,21,345,42.44525462,8.72E-05,2.23E-05,0.0003655842195,4.50E-05,512,1,32,1698.127795,49.6123,43.427208,0.875331
bone010,986703,986703,71666325,72.63211422,12,81,15.81042955,7.36E-05,1.22E-05,8.21E-05,1.60E-05,32,2,16,630.4936297,3.92955,3.219405,0.819281
bone010,986703,986703,71666325,72.63211422,12,81,15.81042955,7.36E-05,1.22E-05,8.21E-05,1.60E-05,64,2,32,693.3531778,5.15718,4.523868,0.877198
bone010,986703,986703,71666325,72.63211422,12,81,15.81042955,7.36E-05,1.22E-05,8.21E-05,1.60E-05,128,2,32,959.5508008,10.502,8.948686,0.852094
bone010,986703,986703,71666325,72.63211422,12,81,15.81042955,7.36E-05,1.22E-05,8.21E-05,1.60E-05,256,4,32,931.9863702,21.1294,18.024929,0.853073
bone010,986703,986703,71666325,72.63211422,12,81,15.81042955,7.36E-05,1.22E-05,8.21E-05,1.60E-05,512,2,32,1240.552452,42.4854,36.192596,0.851883
com-LiveJournal,3997962,3997962,69362378,17.34943404,1,14815,42.95713421,4.34E-06,2.50E-07,0.003705638023,1.07E-05,32,1,16,889.2281133,8.94731,9.725439,1.08697
com-LiveJournal,3997962,3997962,69362378,17.34943404,1,14815,42.95713421,4.34E-06,2.50E-07,0.003705638023,1.07E-05,64,1,8,1008.190471,16.3992,18.322554,1.11728
com-LiveJournal,3997962,3997962,69362378,17.34943404,1,14815,42.95713421,4.34E-06,2.50E-07,0.003705638023,1.07E-05,128,1,8,1291.082384,33.1005,36.583492,1.10522
com-LiveJournal,3997962,3997962,69362378,17.34943404,1,14815,42.95713421,4.34E-06,2.50E-07,0.003705638023,1.07E-05,256,1,8,1985.576585,66.3264,72.815506,1.09784
com-LiveJournal,3997962,3997962,69362378,17.34943404,1,14815,42.95713421,4.34E-06,2.50E-07,0.003705638023,1.07E-05,512,1,1,176.4306004,inf,inf,nan
