name,num_rows,num_cols,nnz,avg_nnz_per_row,min_nnz_per_row,max_nnz_per_row,std_dev_nnz_per_row,avg_nnz_density_per_row,min_nnz_density_per_row,max_nnz_density_per_row,std_dev_nnz_density_per_row,K,best_num_partitions,best_max_bucket_width,exe_time_hyb,exe_time_naive,speed_to_naive
Ecoli_10NN,336,336,4560,13.571428571428571,10,26,3.1035145756204265,0.040391156462585,0.0297619047619047,0.0773809523809523,0.0092366505226798,128,1,4,0.00672768,0.007926,1.17812
Ecoli_10NN,336,336,4560,13.571428571428571,10,26,3.1035145756204265,0.040391156462585,0.0297619047619047,0.0773809523809523,0.0092366505226798,256,1,16,0.00734208,0.008581,1.16874
Ecoli_10NN,336,336,4560,13.571428571428571,10,26,3.1035145756204265,0.040391156462585,0.0297619047619047,0.0773809523809523,0.0092366505226798,512,1,8,0.00940032,0.009626,1.02401
FX_March2010,1319,9498,301899,228.8847611827142,0,8943,713.9483910921452,0.0240982060626146,0.0,0.941566645609602,0.0751682871227779,32,1,8,inf,inf,nan
FX_March2010,1319,9498,301899,228.8847611827142,0,8943,713.9483910921452,0.0240982060626146,0.0,0.941566645609602,0.0751682871227779,64,1,8,inf,inf,nan
FX_March2010,1319,9498,301899,228.8847611827142,0,8943,713.9483910921452,0.0240982060626146,0.0,0.941566645609602,0.0751682871227779,128,1,8,inf,inf,nan
FX_March2010,1319,9498,301899,228.8847611827142,0,8943,713.9483910921452,0.0240982060626146,0.0,0.941566645609602,0.0751682871227779,256,1,8,inf,inf,nan
FX_March2010,1319,9498,301899,228.8847611827142,0,8943,713.9483910921452,0.0240982060626146,0.0,0.941566645609602,0.0751682871227779,512,1,8,inf,inf,nan
dwt_758,758,758,5994,7.907651715039578,4,11,1.4964935357175078,0.0104322581992606,0.0052770448548812,0.0145118733509234,0.0019742658782552,32,2,4,0.00595968,0.006615,1.10996
dwt_758,758,758,5994,7.907651715039578,4,11,1.4964935357175078,0.0104322581992606,0.0052770448548812,0.0145118733509234,0.0019742658782552,64,1,4,0.00596992,0.006799,1.13888
dwt_758,758,758,5994,7.907651715039578,4,11,1.4964935357175078,0.0104322581992606,0.0052770448548812,0.0145118733509234,0.0019742658782552,128,1,4,0.0068096,0.007475,1.09771
