name,format,feat_size,num_parts,time_select(s),time_num_parts(s),time_bucket(s),time_exe_our(ms)
Strided,BSR,32,0,0.00540071539580822,0,0,0.06123487651348114
Strided,BSR,64,0,0.005855424329638481,0,0,0.06739968061447144
Strided,BSR,128,0,0.005887774750590324,0,0,0.09761792421340942
Strided,BSR,256,0,0.006032146513462067,0,0,0.16914433240890503
Strided,BSR,512,0,0.005952861160039902,0,0,0.3748147189617157
